정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
신동마을,90253,1,3,1,3,0,0
신동마을,90254,7,3,7,3,0,0
신동아1.2차아파트,37507,9089,6137,9078,6137,11,491
신동아1단지,70038,126,210,126,210,0,10
신동아1단지.한일아파트,70037,220,278,220,278,0,16
신동아3차아파트,37119,11942,16677,11942,16677,0,923
신동아3차아파트,37120,11685,18365,11685,18365,0,969
신동아3차아파트,37494,10017,6219,9994,6219,23,523
신동아상가,40860,5157,3528,5157,3528,0,280
신동아상가(백운역방면),40068,5460,8335,5460,8335,0,445
신동아아파트,37072,10,1062,10,1062,0,34
신동아아파트,37143,9079,14023,9079,14023,0,745
신동아아파트,37160,6037,8252,6037,8252,0,460
신동아아파트,37525,2467,8115,2463,8115,4,341
신동아아파트,39381,3015,6865,3015,6865,0,318
신동아아파트,39382,17251,6633,17243,6633,8,770
신동아아파트,41349,7907,1242,7907,1242,0,295
신동아아파트,41350,1788,6273,1788,6273,0,260
신동아아파트(B),37162,11827,10531,11827,10531,0,721
신동아아파트116동,40060,3404,11394,3404,11394,0,477
신동아아파트116동,40859,7552,2711,7552,2711,0,331
신동아아파트3차,37090,10620,1171,10620,1171,0,380
신동아아파트3차,37097,3608,9418,3608,9418,0,420
신동아아파트4차,37121,4784,1925,4784,1925,0,216
신동아아파트4차,37123,2914,3626,2914,3626,0,210
신동아아파트5차,37141,13227,4091,13227,4091,0,558
신동아아파트8차,37135,1765,3527,1765,3527,0,170
신동아아파트8차,37136,4713,1077,4713,1077,0,186
신동양아파트,41202,3835,10177,3835,10177,0,452
신동양아파트,41203,8985,4371,8985,4371,0,430
신라아파트,37277,7026,6645,7011,6645,15,441
신라아파트,37543,1774,3926,1770,3926,4,183
신명보람마을.삼부한신아파트,40511,2390,2735,2390,2735,0,165
신명보람마을.삼부한신아파트,40512,559,1017,559,1017,0,50
신명스카이뷰,35453,1725,3362,1725,3362,0,164
신명스카이뷰,35456,9460,4725,9460,4725,0,457
신명스카이뷰,42737,88,216,88,216,0,9
신명스카이뷰정문,35455,4962,8978,4962,8978,0,449
신명아파트,42081,8205,11715,8195,11715,10,642
신명아파트.대우3차아파트,70018,412,3031,412,3031,0,111
신명아파트앞,42799,16,873,16,873,0,28
신반포역.세화여중고,31033,850,55,850,55,0,29
신봉삼거리,43126,131,6,131,6,0,4
신봉삼거리,43127,3,9,3,9,0,0
신봉삼거리,43463,620,624,608,624,12,40
신봉삼거리,43814,25,15,25,15,0,1
신봉이발관,43458,32,9,31,9,1,1
신봉이발관,43786,12,46,12,46,0,1
신북항고가교,42104,2228,2048,2228,2048,0,137
신북항고가교,42109,1370,2996,1370,2996,0,140
신분당선.강남역4번출구,23572,8637,3971,8637,3971,0,406
신비마을아파트,37164,441,2075,439,2075,2,81
신비마을아파트,37223,4380,8096,4370,8096,10,402
신비마을아파트,37225,7111,3915,7086,3915,25,355
신비마을아파트,37555,230,1187,230,1187,0,45
신비마을아파트(112동),37171,5641,3714,5618,3714,23,301
신삼1리마을회관,43405,143,1,139,1,4,4
신삼1리마을회관,43791,2,148,2,148,0,4
신삼2리마을회관,43400,142,0,138,0,4,4
신삼2리마을회관,43825,6,91,6,91,0,3
신삼리입구,43606,4,2,4,2,0,0
신삼리입구,43801,2,30,2,30,0,1
신선지입구,90346,9,1,9,1,0,0
신선지입구,90347,9,27,9,27,0,1
신선초등학교,35086,5707,9873,5703,9873,4,502
신선초등학교(유림노르웨이숲),35089,11204,4004,11188,4004,16,490
신선초등학교앞,37055,3031,918,3023,918,8,127
신설동,35413,9,47,9,47,0,1
신설동,35416,38,9,38,9,0,1
신설동(3거리),35018,92,8,92,8,0,3
신설동(3거리),35019,6,135,6,135,0,4
신성미소지움,40099,2540,31,2518,31,22,82
신성미소지움,40102,19,1934,17,1934,2,63
신성미소지움,40643,2094,14863,2094,14863,0,547
신성미소지움,40649,7109,2167,7109,2167,0,299
신성미소지움후문,40660,10,583,10,583,0,19
신성성결교회(올림피아병원),39355,14094,9433,14086,9433,8,758
신세계아파트,39383,3634,5023,3633,5023,1,279
신송고등학교,38023,1683,4427,1678,4427,5,197
신송고등학교,38024,4472,2757,4470,2757,2,233
신안실크밸리,35220,889,300,889,300,0,38
신연수역(1번출구),38263,4291,4056,4277,4056,14,269
신연수역(2번출구),38231,2914,623,2914,623,0,114
신연수역(3번출구),38228,6683,4590,6674,4590,9,363
신영자동차,40561,3173,748,3168,748,5,126
신영자동차(종점),40556,5175,1991,5157,1991,18,231
신왕마을,43203,203,5,200,5,3,6
신왕마을,43718,5,152,5,152,0,5
신원기술,39130,31,11,31,11,0,1
신원아침도시오피스텔(홈플러스),39836,6032,7690,6031,7690,1,442
신일교회,39529,4733,7580,4733,7580,0,397
신일아파트,35097,50,16,50,16,0,2
신정1리마을회관,43300,16,11,15,11,1,0
신정1리마을회관,43737,29,24,29,24,0,1
신정삼거리,90111,0,18,0,18,0,0
신정삼거리,90112,5,6,5,6,0,0
신정중학교,38459,2058,2459,2058,2459,0,145
신정중학교,38555,3072,2046,3072,2046,0,165
신중동역4번출구.롯데백화점,55226,1311,5071,1311,5071,0,205
신중동역5번출구.중흥중학교,55071,626,5070,626,5070,0,183
신중동역6번출구.중흥중학교,55072,2914,423,2914,423,0,107
신지동마을회관,43303,61,68,61,68,0,4
신지동마을회관,43740,92,48,86,48,6,4
신진아파트,41107,24664,14702,24664,14702,0,1269
신창아파트,37010,3249,6660,3245,6660,4,319
신창아파트,37464,5015,2319,5015,2319,0,236
신천동,70048,6301,466,6301,466,0,218
신천동,70049,316,6541,316,6541,0,221
신천삼거리,70013,6702,476,6702,476,0,231
신천삼거리,70014,441,7049,441,7049,0,241
신천역.문화의거리,25364,1805,314,1805,314,0,68
신천역.문화의거리,70174,228,1981,228,1981,0,71
신천연합병원,70175,60,760,60,760,0,26
신천연합병원,70231,831,245,831,245,0,34
신촌,43146,26,0,26,0,0,0
신촌,43432,8,26,8,26,0,1
신촌,43459,299,18,296,18,3,10
신촌,43510,0,12,0,12,0,0
신촌,43753,15,213,15,213,0,7
신촌,43800,63,47,63,47,0,3
신촌마을입구,90201,40,10,40,10,0,1
신촌마을입구,90202,4,6,4,6,0,0
신촌역2호선,22052,4383,44,4383,44,0,142
신촌오거리.2호선신촌역,22014,5057,66,5057,66,0,165
신촌오거리.2호선신촌역,23035,175,2861,175,2861,0,97
신촌오거리.현대백화점,22013,11321,98,11321,98,0,368
신촌오거리.현대백화점,23034,404,14861,404,14861,0,492
신촌초등학교,40098,353,866,353,866,0,39
신태양아파트,37406,5291,7593,5291,7593,0,415
신태양아파트,37408,8771,3635,8771,3635,0,400
신트리공원,40472,2369,2344,2369,2344,0,152
신트리공원,40496,2755,4271,2754,4271,1,226
신트리공원,40501,2133,1504,2131,1504,2,117
신포동행정복지센터,35153,3673,2347,3671,2347,2,194
신포동행정복지센터,35154,1971,3095,1969,3095,2,163
신포사거리,35791,53,240,53,240,0,9
신포시장,35160,32402,54830,32359,54830,43,2813
신포시장,35254,57626,34210,57551,34210,75,2962
신포역·인천세관역사공원,35792,285,105,285,105,0,12
신포역·인천세관역사공원,35796,4,10,4,10,0,0
신포역·인천여자상업고등학교,35149,1541,7295,1531,7295,10,285
신포역·인천여자상업고등학교,35150,7013,2391,7010,2391,3,303
신포입구,43491,52,38,51,38,1,2
신포입구,43842,6,20,6,20,0,0
신한빌딩,39901,10758,9934,10758,9934,0,667
신한에이엠,89147,621,17,621,17,0,20
신한일전기,39034,1668,991,1668,991,0,85
신현119안전센터,42596,8219,12903,8193,12903,26,681
신현119안전센터,42600,7571,7933,7557,7933,14,500
신현노인회관,43279,59,5,57,5,2,2
신현노인회관,43527,22,44,22,44,0,2
신현리입구,90062,28,77,28,77,0,3
신현북초등학교,42208,4081,546,4081,546,0,149
신현북초등학교,42209,562,3230,562,3230,0,122
신현북초등학교,42210,1611,204,1607,204,4,58
신현북초등학교,42211,95,1787,95,1787,0,60
신현쇼핑,42217,31907,23319,31828,23319,79,1781
신현쇼핑,42220,40085,25280,40026,25280,59,2108
신현여자중학교후문,42214,3337,4026,3337,4026,0,237
신현여자중학교후문,42680,3151,1800,3151,1800,0,159
신현중학교,42205,281,3035,281,3035,0,106
신현초등학교,42178,1519,1861,1519,1861,0,109
신현초등학교,42179,2249,3057,2249,3057,0,171
신화빌라,42626,558,468,556,468,2,33
신화슈퍼,89314,118,1,110,1,8,3
신화슈퍼,89326,6,126,6,126,0,4
신흥교통,35501,210,10,209,10,1,7
신흥교통입구,35841,1480,192,1477,192,3,53
신흥동주민자치센터,35789,202,71,202,71,0,8
신흥동주민자치센터,35799,24,33,24,33,0,1
신흥시장,35145,12090,15802,12086,15802,4,899
신흥시장,35146,16473,9305,16462,9305,11,831
신흥시장,57002,2424,1254,2423,1254,1,118
신흥시장,57004,1599,2538,1599,2538,0,133
신흥시장후문,35812,124,44,124,44,0,5
신흥시장후문,35813,100,174,100,174,0,8
신흥주민지원센터,57013,3293,1838,3292,1838,1,165
신흥주민지원센터,57014,1730,2914,1730,2914,0,149
신흥초등학교,35156,7674,10737,7653,10737,21,593
실내게이트볼장(신현중학교),42204,4330,252,4330,252,0,147
실미도조개구이,35299,4,53,4,53,0,1
실미삼거리,35740,422,65,414,65,8,15
실미삼거리,35741,74,313,74,313,0,12
심곡극동아파트,42272,1650,350,1645,350,5,64
심곡극동아파트,42273,208,939,208,939,0,37
심곡도서관,42946,2145,1433,2134,1433,11,115
심곡도서관,89223,579,2194,578,2194,1,89
심곡동광명아파트,89153,6711,2077,6693,2077,18,283
심곡동광명아파트,89154,2455,4335,2449,4335,6,219
심곡천(심곡3교),89381,141,16,141,16,0,5
심곡천(심곡3교),89382,13,211,13,211,0,7
심곡천봉수교,42875,976,619,976,619,0,51
심곡천봉수교,42951,1547,5097,1546,5097,1,214
심곡초등학교(국제성모병원),42288,4071,5400,4066,5400,5,305
심곡초등학교(국제성모병원),42290,5832,3992,5827,3992,5,316
십리포제2주차장,44110,13,36,13,36,0,1
십리포제2주차장,44207,13,0,13,0,0,0
십리포해수욕장,44088,78,88,78,88,0,5
십리포해수욕장,44208,43,7,43,7,0,1
십정1동행정복지센터,40049,18426,13687,18402,13687,24,1035
십정2동행정복지센터,40056,5343,6007,5340,6007,3,366
십정동차고지,40913,3038,437,3038,437,0,112
십정사거리,40029,6628,5556,6624,5556,4,393
십정사거리,40033,3389,3628,3387,3628,2,226
십정시장입구,40007,21,3874,21,3874,0,125
십정시장입구,40008,3703,25,3703,25,0,120
십정초등학교(동암의원),40041,1330,1031,1330,1031,0,76
십정초등학교(동암의원),40042,605,2311,605,2311,0,94
십정초등학교·더샵부평정문,40045,17957,20892,17903,20892,54,1253
십정초등학교·더샵부평정문,40048,27646,19063,27628,19063,18,1506
쌍마아파트,42112,5785,3323,5785,3323,0,293
쌍마아파트,42114,647,2562,647,2562,0,103
쌍용아파트,37179,5435,2504,5425,2504,10,256
쌍용아파트,37186,1932,4040,1932,4040,0,192
쌍용아파트,37210,609,416,609,416,0,33
쌍용아파트,37228,20081,11873,20038,11873,43,1030
쌍용아파트,37476,14360,22735,14316,22735,44,1196
쌍용아파트,38178,2064,781,2064,781,0,91
쌍용아파트,38184,830,1781,830,1781,0,84
쌍용아파트,38469,4934,2745,4914,2745,20,247
쌍용아파트,41434,1242,4311,1241,4311,1,179
쌍용아파트정문,40439,2562,3738,2562,3738,0,203
쌍용자동차인천정비사업소,36144,103,1182,103,1182,0,41
쑥골고가교,37371,2767,3029,2756,3029,11,186
쑥골고가교,37372,4952,8123,4948,8123,4,421
쑥밭다리,43650,7,8,6,8,1,0
쑥밭다리,43683,6,12,5,12,1,0
아나지고개,41001,2541,3016,2535,3016,6,179
아나지고개,41002,4295,6251,4290,6251,5,340
아동보호센터,35680,78,461,76,461,2,17
아동보호센터,35698,60,39,57,39,3,3
아라노을공원·한신더휴,89404,11555,10253,11555,10253,0,703
아라노을공원·한신더휴,89405,10831,11517,10831,11517,0,720
아라동행정복지센터,42465,14124,18091,14124,18091,0,1039
아라동행정복지센터,42467,13742,8735,13742,8735,0,725
아라동행정복지센터(서부고용센터),89401,3655,981,3655,981,0,149
아라동행정복지센터(서부고용센터),89402,1222,4909,1222,4909,0,197
아라뱃길물류센터,89145,0,401,0,401,0,12
아라센트럴파크,89406,2791,3956,2791,3956,0,217
아라센트럴파크,89407,4631,3449,4631,3449,0,260
아름어린이공원,40337,232,560,232,560,0,25
아름어린이공원,40339,974,490,974,490,0,47
아리마을쉼터,37551,17,1274,17,1274,0,41
아리마을쉼터,37552,1552,134,1536,134,16,54
아모텍,39139,1485,2432,1485,2432,0,126
아시아드경기장(공촌사거리)역,42319,2515,4223,2512,4223,3,217
아시아드경기장(공촌사거리)역,42320,444,1467,442,1467,2,61
아시아드대광로제비앙아파트,89257,975,3565,974,3565,1,146
아시아드대광로제비앙아파트,89258,4514,1521,4514,1521,0,194
아암3교사거리,38727,45,316,45,316,0,11
아암3교사거리,38728,158,142,158,142,0,9
아암물류단지,35285,86,1,84,1,2,2
아암물류단지,35590,0,211,0,211,0,6
아울렛(CGV부평),40818,3806,2110,3806,2110,0,190
아이즈빌(부평CGV),40595,12433,7449,12425,7449,8,641
아이즈빌(부평CGV),40598,8816,12614,8812,12614,4,691
아인스월드,55086,430,1322,430,1322,0,56
아주아파트,38047,1571,772,1567,772,4,75
아주아파트,38051,762,1492,758,1492,4,72
아주아파트,38301,1536,944,1529,944,7,80
아주아파트,38304,2331,1607,2329,1607,2,127
아주아파트.미추홀학교,39481,42970,17588,42833,17588,137,1953
아주아파트.미추홀학교,39482,20723,26235,20714,26235,9,1514
아주아파트410동,41575,476,0,476,0,0,15
아침가리마을회관,43287,136,0,131,0,5,4
아침가리마을회관,43867,0,84,0,84,0,2
아쿠아글로리,42811,153,1,150,1,3,4
아트센터인천,38617,46,69,46,69,0,3
아트센터인천,38618,28,77,28,77,0,3
아현역,22062,3124,30,3124,30,0,101
아현역,23078,20,1872,20,1872,0,61
안골마을입구,38225,7613,8548,7613,8548,0,521
안남고(동보1차아파트),41048,731,748,731,748,0,47
안남고등학교,41045,3520,868,3520,868,0,141
안동포교회,42700,508,100,508,100,0,19
안동포교회,42701,47,696,47,696,0,23
안동포사거리,42707,44,146,44,146,0,6
안동포사거리입구,42765,347,26,347,26,0,12
안동포사거리입구,42766,6,974,6,974,0,31
안산마을,43132,58,0,57,0,1,1
안산마을,43138,1,69,1,69,0,2
안산초등학교(구계산고교),41425,15318,12558,15304,12558,14,899
안양대학교,43177,811,635,811,635,0,46
안양대학교,43301,1458,351,1452,351,6,58
안풍산업삼거리,89312,93,10,83,10,10,3
안풍산업삼거리,89329,0,68,0,68,0,2
알앤디써비스,38477,120,1511,118,1511,2,52
알앤디써비스,38478,987,191,987,191,0,38
애관극장,35804,13,76,13,76,0,2
애보박물관,39667,1,13,1,13,0,0
애보박물관,39671,8,50,8,50,0,1
애전마을,43682,13,4,13,4,0,0
애전마을,43894,42,39,42,39,0,2
애전부락,90075,44,57,44,57,0,3
애전부락,90076,60,89,60,89,0,4
앰코코리아(블루오션골프클럽),39880,1340,51,1340,51,0,44
야곡,43236,22,4,22,4,0,0
야곡,43292,8,86,6,86,2,3
야촌,43210,7,0,7,0,0,0
야촌,43333,0,12,0,12,0,0
약대사거리,57006,2852,557,2852,557,0,109
약대사거리,57010,383,3109,383,3109,0,112
약대주민지원센터.약대초등학교,55080,957,1632,957,1632,0,83
약대주민지원센터.약대초등학교,55088,1479,580,1477,580,2,66
약암호텔,80071,535,181,535,181,0,23
약암호텔,80072,56,505,56,505,0,18
얀센백신,38519,159,2,159,2,0,5
얀센백신,38520,1,395,1,395,0,12
양갑리마을회관,90283,6,66,6,66,0,2
양갑리마을회관,90307,60,0,56,0,4,1
양갑리입구,90282,0,11,0,11,0,0
양갑리입구,90308,13,1,13,1,0,0
양곡도매시장,31037,1438,438,1438,438,0,60
양곡버스정류장,80115,117,637,117,637,0,24
양곡사거리.양촌터미널,80116,427,180,421,180,6,19
양골,43987,17,0,17,0,0,0
양골,43989,1,32,1,32,0,1
양구(오상1리),43262,2,47,2,47,0,1
양구(오상1리),43563,71,6,66,6,5,2
양달마을,43910,39,56,38,56,1,3
양달마을,43911,4,0,4,0,0,0
양도,43074,1,20,1,20,0,0
양도,43075,20,23,19,23,1,1
양도면사무소(나무),43912,319,324,316,324,3,20
양도면사무소(쉘터),43913,559,296,547,296,12,27
양도사거리.대림아파트.신안아파트,80076,811,54,811,54,0,27
양도사거리.삼용아파트,80077,182,763,182,763,0,30
양도초등학교,43329,287,159,283,159,4,14
양도초등학교,43568,183,230,181,230,2,13
양로원,40111,543,2536,543,2536,0,99
양로원,40113,2037,472,2037,472,0,80
양사면사무소,43501,21,52,21,52,0,2
양사면사무소,43658,47,61,47,61,0,3
양사우체국,43465,39,26,39,26,0,2
양사우체국,43736,24,57,24,57,0,2
양사초등학교,43466,95,22,94,22,1,3
양사초등학교,43734,28,65,23,65,5,3
양사파출소,43722,13,11,13,11,0,0
양수장,43592,89,2,89,2,0,2
양수장,43781,0,137,0,137,0,4
양오1리마을회관,43454,7,60,7,60,0,2
양오1리마을회관,43666,57,1,56,1,1,1
양오2리경로당,43453,2,68,2,68,0,2
양오2리경로당,43625,136,5,135,5,1,4
양오2리앞,90049,0,15,0,15,0,0
양오리저수지마을,90102,0,11,0,11,0,0
양오리저수지마을,90103,106,1,104,1,2,3
양오저수지입구,90100,0,9,0,9,0,0
양오저수지입구,90101,14,0,14,0,0,0
양왕마을,43927,9,5,8,5,1,0
양왕마을,43928,4,43,4,43,0,1
양재역,31073,15095,4123,15095,4123,0,619
양재역.서초문화예술회관,31008,2398,4317,2398,4317,0,216
양재역.서초문화예술회관,31010,3097,2013,3097,2013,0,164
양재역말죽거리.강남베드로병원,23318,274,120,274,120,0,12
양지공원,38133,8115,5327,8115,5327,0,433
양지촌,43163,17,4,17,4,0,0
양지촌,43342,14,22,14,22,0,1
양진말입구,90057,0,42,0,42,0,1
양촌중학교,41629,486,907,486,907,0,44
양촌중학교,41630,298,500,298,500,0,25
양평해장국,44145,15,10,15,10,0,0
양평해장국,44178,4,9,4,9,0,0
어두,43206,3,11,3,11,0,0
어두,43280,3,0,3,0,0,0
어두마을,43155,93,3,92,3,1,3
어두마을,43322,5,54,5,54,0,1
어류정입구,90175,35,32,35,32,0,2
어류정입구,90176,7,40,7,40,0,1
어류정입구,90312,4,2,4,2,0,0
어류정항,90323,2,0,0,0,2,0
어류정항,90400,5,0,5,0,0,0
어린이집앞,43402,165,0,157,0,8,5
어린이집앞,43585,8,172,8,172,0,5
에덴하우스,42788,619,1512,619,1512,0,68
에몬스가구,39023,3059,4132,3055,4132,4,231
에몬스가구,39024,4930,2284,4930,2284,0,232
에스틸,89232,301,34,301,34,0,10
에이에프티,39110,1153,2674,1153,2674,0,123
에코메트로10단지,39728,452,225,452,225,0,21
